book|chapter|verse|heading
Luke|21|20|Jesus Foretells Destruction of Jerusalem
Luke|21|25|The Coming of the Son of Man
Luke|21|29|The Lesson of the Fig Tree
Luke|21|34|Watch Yourselves
Luke|22|1|The Plot to Kill Jesus
Luke|22|3|Judas to Betray Jesus
Luke|22|7|The Passover with the Disciples
Luke|22|14|Institution of the Lord's Supper
Luke|22|24|Who Is the Greatest?
Luke|22|31|Jesus Foretells Peter's Denial
Luke|22|35|Scripture Must Be Fulfilled in Jesus
Luke|22|39|Jesus Prays on the Mount of Olives
Luke|22|47|Betrayal and Arrest of Jesus
Luke|22|54|Peter Denies Jesus
Luke|22|63|Jesus Is Mocked
Luke|22|66|Jesus Before the Council
Luke|23|1|Jesus Before Pilate
Luke|23|6|Jesus Before Herod
Luke|23|18|Pilate Delivers Jesus to Be Crucified
Luke|23|26|The Crucifixion
Luke|23|44|The Death of Jesus
Luke|23|50|Jesus Is Buried
Luke|24|1|The Resurrection
Luke|24|13|On the Road to Emmaus
Luke|24|36|Jesus Appears to His Disciples
Luke|24|50|The Ascension
John|1|1|The Word Became Flesh
John|1|19|The Testimony of John the Baptist
John|1|29|Behold, the Lamb of God
John|1|35|Jesus Calls the First Disciples
John|1|43|Jesus Calls Philip and Nathanael
John|2|2|The Wedding at Cana
John|2|13|Jesus Cleanses the Temple
John|2|23|Jesus Knows What Is in Man
John|3|1|You Must Be Born Again
John|3|16|For God So Loved the World
John|3|22|John the Baptist Exalts Christ
John|4|1|Jesus and the Woman of Samaria
John|4|46|Jesus Heals an Official's Son
John|5|1|The Healing at the Pool on the Sabbath
John|5|18|Jesus Is Equal with God
John|5|19|The Authority of the Son
John|5|30|Witnesses to Jesus
John|6|1|Jesus Feeds the Five Thousand
John|6|16|Jesus Walks on Water
John|6|22|I Am the Bread of Life
John|6|60|The Words of Eternal Life
John|7|1|Jesus at the Feast of Booths
John|7|25|Can This Be the Christ?
John|7|32|Officers Sent to Arrest Jesus
John|7|37|Rivers of Living Water
John|7|40|Division Among the People
John|7|53|The Woman Caught in Adultery
John|8|12|I Am the Light of the World
John|8|31|The Truth Will Set You Free
John|8|39|You Are of Your Father the Devil
John|8|48|Before Abraham Was, I Am
John|9|1|Jesus Heals a Man Born Blind
John|10|1|I Am the Good Shepherd
John|10|22|I and the Father Are One
John|11|1|The Death of Lazarus
John|11|17|I Am the Resurrection and the Life
John|11|28|Jesus Weeps
John|11|38|Jesus Raises Lazarus
John|11|45|The Plot to Kill Jesus
John|12|1|Mary Anoints Jesus at Bethany
John|12|9|The Plot to Kill Lazarus
John|12|12|The Triumphal Entry
John|12|20|Some Greeks Seek Jesus
John|12|27|The Son of Man Must Be Lifted Up
John|12|36|The Unbelief of the People
John|12|44|Jesus Came to Save the World
John|13|1|Jesus Washes the Disciples' Feet
John|13|21|One of You Will Betray Me
John|13|31|A New Commandment
John|13|36|Jesus Foretells Peter's Denial
John|14|1|I Am the Way, and the Truth, and the Life
John|14|15|Jesus Promises the Holy Spirit
John|15|1|I Am the True Vine
John|15|18|The Hatred of the World
John|16|4|The Work of the Holy Spirit
John|16|15|Your Sorrow Will Turn into Joy
John|16|25|I Have Overcome the World
John|17|1|The High Priestly Prayer
John|18|1|Betrayal and Arrest of Jesus
John|18|12|Jesus Faces Annas and Caiaphas
John|18|15|Peter Denies Jesus
John|18|19|The High Priest Questions Jesus
John|18|25|Peter Denies Jesus Again
John|18|28|Jesus Before Pilate
John|18|33|My Kingdom Is Not of This World
John|19|1|Jesus Delivered to Be Crucified
John|19|16|The Crucifixion
John|19|28|The Death of Jesus
John|19|31|Jesus' Side Is Pierced
John|19|38|Jesus Is Buried
John|20|1|The Resurrection
John|20|11|Jesus Appears to Mary Magdalene
John|20|19|Jesus Appears to the Disciples
John|20|24|Jesus and Thomas
John|20|30|The Purpose of This Book
John|21|1|Jesus Appears to Seven Disciples
John|21|15|Jesus and Peter
John|21|20|Jesus and the Beloved Apostle
Acts|1|1|The Promise of the Holy Spirit
Acts|1|6|The Ascension
Acts|1|12|Matthias Chosen to Replace Judas
Acts|2|1|The Coming of the Holy Spirit
Acts|2|14|Peter's Sermon at Pentecost
Acts|2|42|The Fellowship of the Believers
Acts|3|1|The Lame Beggar Healed
Acts|3|11|Peter Speaks in Solomon's Portico
Acts|4|1|Peter and John Before the Council
Acts|4|23|The Believers Pray for Boldness
Acts|4|32|They Had Everything in Common
Acts|5|1|Ananias and Sapphira
Acts|5|12|Many Signs and Wonders Done
Acts|5|17|The Apostles Arrested and Freed
Acts|6|1|Seven Chosen to Serve
Acts|6|8|Stephen Is Seized
Acts|7|1|Stephen's Speech
Acts|7|54|The Stoning of Stephen
Acts|8|1|Saul Ravages the Church
Acts|8|4|Philip Proclaims Christ in Samaria
Acts|8|9|Simon the Magician Believes
Acts|8|26|Philip and the Ethiopian Eunuch
Acts|9|1|The Conversion of Saul
Acts|9|19|Saul Proclaims Jesus in Synagogues
Acts|9|23|Saul Escapes from Damascus
Acts|9|26|Saul in Jerusalem
Acts|9|32|The Healing of Aeneas
Acts|9|36|Dorcas Restored to Life
Acts|10|1|Peter and Cornelius
Acts|10|9|Peter's Vision
Acts|10|34|Gentiles Hear the Good News
Acts|10|44|The Holy Spirit Falls on the Gentiles
Acts|11|1|Peter Reports to the Church
Acts|11|19|The Church in Antioch
Acts|12|1|James Killed and Peter Imprisoned
Acts|12|6|Peter Is Rescued
Acts|12|20|The Death of Herod
Acts|13|1|Barnabas and Saul Sent Off
Acts|13|4|Barnabas and Saul on Cyprus
Acts|13|13|Paul and Barnabas at Antioch in Pisidia
Acts|14|1|Paul and Barnabas at Iconium
Acts|14|8|Paul and Barnabas at Lystra
Acts|14|19|Paul Stoned at Lystra
Acts|14|24|Paul and Barnabas Return to Antioch in Syria
Acts|15|1|The Jerusalem Council
Acts|15|22|The Council's Letter to Gentile Believers
Acts|15|36|Paul and Barnabas Separate
Acts|16|1|Timothy Joins Paul and Silas
Acts|16|6|The Macedonian Call
Acts|16|11|The Conversion of Lydia
Acts|16|16|Paul and Silas in Prison
Acts|16|25|The Philippian Jailer Converted
Acts|17|1|Paul and Silas in Thessalonica
Acts|17|10|Paul and Silas in Berea
Acts|17|16|Paul in Athens
Acts|17|22|Paul Addresses the Areopagus
Acts|18|1|Paul in Corinth
Acts|18|18|Paul Returns to Antioch
Acts|18|24|Apollos Speaks Boldly in Ephesus
Acts|19|1|Paul in Ephesus
Acts|19|11|The Sons of Sceva
Acts|19|21|A Riot at Ephesus
Acts|20|1|Paul in Macedonia and Greece
Acts|20|7|Eutychus Raised from the Dead
Acts|20|17|Paul Speaks to the Ephesian Elders
Acts|21|1|Paul Goes to Jerusalem
Acts|21|17|Paul Visits James
Acts|21|27|Paul Arrested in the Temple
Acts|21|37|Paul Speaks to the People
Acts|22|22|Paul and the Roman Tribune
Acts|22|30|Paul Before the Council
Acts|23|12|A Plot to Kill Paul
Acts|23|23|Paul Sent to Felix the Governor
Acts|24|1|Paul Before Felix at Caesarea
Acts|24|22|Paul Kept in Custody
Acts|25|1|Paul Appeals to Caesar
Acts|25|13|Paul Before Agrippa and Bernice
Acts|26|1|Paul's Defense Before Agrippa
Acts|26|12|Paul Tells of His Conversion
Acts|27|1|Paul Sails for Rome
Acts|27|13|The Storm at Sea
Acts|27|39|The Shipwreck
Acts|28|1|Paul on Malta
Acts|28|11|Paul Arrives at Rome
Acts|28|17|Paul in Rome
Romans|1|1|Greeting
Romans|1|8|Longing to Go to Rome
Romans|1|16|The Righteous Shall Live by Faith
Romans|1|18|God's Wrath on Unrighteousness
Romans|2|1|God's Righteous Judgment
Romans|2|12|God's Judgment and the Law
Romans|3|1|God's Righteousness Upheld
Romans|3|9|No One Is Righteous
Romans|3|21|The Righteousness of God Through Faith
Romans|4|1|Abraham Justified by Faith
Romans|4|13|The Promise Realized Through Faith
Romans|5|1|Peace with God Through Faith
Romans|5|12|Death in Adam, Life in Christ
Romans|6|1|Dead to Sin, Alive to God
Romans|6|15|Slaves to Righteousness
Romans|7|1|Released from the Law
Romans|7|7|The Law and Sin
Romans|8|1|Life in the Spirit
Romans|8|12|Heirs with Christ
Romans|8|18|Future Glory
Romans|8|31|God's Everlasting Love
Romans|9|1|God's Sovereign Choice
Romans|9|30|Israel's Unbelief
Romans|10|5|The Message of Salvation to All
Romans|11|1|The Remnant of Israel
Romans|11|11|Gentiles Grafted In
Romans|11|25|The Mystery of Israel's Salvation
Romans|12|1|A Living Sacrifice
Romans|12|3|Gifts of Grace
Romans|12|9|Marks of the True Christian
Romans|13|1|Submission to the Authorities
Romans|13|8|Fulfilling the Law Through Love
Romans|14|1|Do Not Pass Judgment on One Another
Romans|14|13|Do Not Cause Another to Stumble
Romans|15|1|The Example of Christ
Romans|15|8|Christ the Hope of Jews and Gentiles
Romans|15|14|Paul the Minister to the Gentiles
Romans|15|22|Paul's Plan to Visit Rome
Romans|16|1|Personal Greetings
Romans|16|17|Final Instructions and Greetings
Romans|16|25|Doxology
1 Corinthians|1|1|Greeting
1 Corinthians|1|4|Thanksgiving
1 Corinthians|1|10|Divisions in the Church
1 Corinthians|1|18|Christ the Wisdom and Power of God
1 Corinthians|2|1|Proclaiming Christ Crucified
1 Corinthians|2|6|Wisdom from the Spirit
1 Corinthians|3|1|Divisions in the Church
1 Corinthians|4|1|The Ministry of Apostles
1 Corinthians|5|1|Sexual Immorality Defiles the Church
1 Corinthians|6|1|Lawsuits Against Believers
1 Corinthians|6|12|Flee Sexual Immorality
1 Corinthians|7|1|Principles for Marriage
1 Corinthians|7|17|Live as You Are Called
1 Corinthians|7|25|The Unmarried and the Widowed
1 Corinthians|8|1|Food Offered to Idols
1 Corinthians|9|1|Paul Surrenders His Rights
1 Corinthians|10|1|Warning Against Idolatry
1 Corinthians|10|23|Do All to the Glory of God
1 Corinthians|11|2|Head Coverings
1 Corinthians|11|17|The Lord's Supper
1 Corinthians|12|1|Spiritual Gifts
1 Corinthians|12|12|One Body with Many Members
1 Corinthians|13|1|The Way of Love
1 Corinthians|14|1|Prophecy and Tongues
1 Corinthians|14|26|Orderly Worship
1 Corinthians|15|1|The Resurrection of Christ
1 Corinthians|15|12|The Resurrection of the Dead
1 Corinthians|15|35|The Resurrection Body
1 Corinthians|15|50|Mystery and Victory
1 Corinthians|16|1|The Collection for the Saints
1 Corinthians|16|5|Plans for Travel
1 Corinthians|16|12|Final Instructions
1 Corinthians|16|19|Greetings
2 Corinthians|1|1|Greeting
2 Corinthians|1|3|God of All Comfort
2 Corinthians|1|12|Paul's Change of Plans
2 Corinthians|2|5|Forgive the Sinner
2 Corinthians|2|12|Triumph in Christ
2 Corinthians|3|1|Ministers of the New Covenant
2 Corinthians|4|1|The Light of the Gospel
2 Corinthians|4|7|Treasure in Jars of Clay
2 Corinthians|5|1|Our Heavenly Dwelling
2 Corinthians|5|11|The Ministry of Reconciliation
2 Corinthians|6|14|The Temple of the Living God
2 Corinthians|7|2|Paul's Joy
2 Corinthians|8|1|Encouragement to Give Generously
2 Corinthians|8|16|Commendation of Titus
2 Corinthians|9|1|The Collection for Christians in Jerusalem
2 Corinthians|9|6|The Cheerful Giver
2 Corinthians|10|1|Paul Defends His Ministry
2 Corinthians|11|1|Paul and the False Apostles
2 Corinthians|11|16|Paul's Sufferings as an Apostle
2 Corinthians|12|1|Paul's Visions and His Thorn
2 Corinthians|12|11|Concern for the Corinthian Church
2 Corinthians|13|1|Final Warnings
2 Corinthians|13|11|Final Greetings
Galatians|1|1|Greeting
Galatians|1|6|No Other Gospel
Galatians|1|11|Paul Called by God
Galatians|2|1|Paul Accepted by the Apostles
Galatians|2|11|Paul Opposes Peter
Galatians|2|15|Justified by Faith
Galatians|3|1|By Faith, or by Works of the Law?
Galatians|3|10|The Righteous Shall Live by Faith
Galatians|3|15|The Law and the Promise
Galatians|4|1|Sons and Heirs
Galatians|4|8|Paul's Concern for the Galatians
Galatians|4|21|Example of Hagar and Sarah
Galatians|5|1|Christ Has Set Us Free
Galatians|5|16|Keep in Step with the Spirit
Galatians|6|1|Bear One Another's Burdens
Galatians|6|11|Final Warning and Benediction
Ephesians|1|1|Greeting
Ephesians|1|3|Spiritual Blessings in Christ
Ephesians|1|15|Thanksgiving and Prayer
Ephesians|2|1|By Grace Through Faith
Ephesians|2|11|One in Christ
Ephesians|3|1|The Mystery of the Gospel Revealed
Ephesians|3|14|Prayer for Spiritual Strength
Ephesians|4|1|Unity in the Body of Christ
Ephesians|4|17|The New Life
Ephesians|5|1|Walk in Love
Ephesians|5|22|Wives and Husbands
Ephesians|6|1|Children and Parents
Ephesians|6|5|Bondservants and Masters
Ephesians|6|10|The Whole Armor of God
Ephesians|6|21|Final Greetings
Philippians|1|1|Greeting
Philippians|1|3|Thanksgiving and Prayer
Philippians|1|12|The Advance of the Gospel
Philippians|1|19|To Live Is Christ
Philippians|2|1|Christ's Example of Humility
Philippians|2|12|Lights in the World
Philippians|2|19|Timothy and Epaphroditus
Philippians|3|1|Righteousness Through Faith in Christ
Philippians|3|12|Straining Toward the Goal
Philippians|4|2|Exhortation, Encouragement, and Prayer
Philippians|4|10|God's Provision
Philippians|4|21|Final Greetings
Colossians|1|1|Greeting
Colossians|1|3|Thanksgiving and Prayer
Colossians|1|15|The Preeminence of Christ
Colossians|1|24|Paul's Ministry to the Church
Colossians|2|6|Alive in Christ
Colossians|2|16|Let No One Disqualify You
Colossians|3|1|Put On the New Self
Colossians|3|18|Rules for Christian Households
Colossians|4|2|Further Instructions
Colossians|4|7|Final Greetings
1 Thessalonians|1|1|Greeting
1 Thessalonians|1|2|The Thessalonians' Faith and Example
1 Thessalonians|2|1|Paul's Ministry to the Thessalonians
1 Thessalonians|2|17|Paul's Longing to See Them Again
1 Thessalonians|3|6|Timothy's Encouraging Report
1 Thessalonians|4|1|A Life Pleasing to God
1 Thessalonians|4|13|The Coming of the Lord
1 Thessalonians|5|1|The Day of the Lord
1 Thessalonians|5|12|Final Instructions and Benediction
2 Thessalonians|1|1|Greeting
2 Thessalonians|1|3|Thanksgiving
2 Thessalonians|1|5|The Judgment at Christ's Coming
2 Thessalonians|2|1|The Man of Lawlessness
2 Thessalonians|2|13|Stand Firm
2 Thessalonians|3|1|Pray for Us
2 Thessalonians|3|6|Warning Against Idleness
2 Thessalonians|3|16|Benediction
1 Timothy|1|1|Greeting
1 Timothy|1|3|Warning Against False Teachers
1 Timothy|1|12|Christ Jesus Came to Save Sinners
1 Timothy|2|1|Pray for All People
1 Timothy|3|1|Qualifications for Overseers
1 Timothy|3|8|Qualifications for Deacons
1 Timothy|3|14|The Mystery of Godliness
1 Timothy|4|1|Some Will Depart from the Faith
1 Timothy|4|6|A Good Servant of Christ Jesus
1 Timothy|5|1|Instructions for the Church
1 Timothy|6|2|False Teachers and True Contentment
1 Timothy|6|11|Fight the Good Fight of Faith
2 Timothy|1|1|Greeting
2 Timothy|1|3|Guard the Deposit Entrusted to You
2 Timothy|2|1|A Good Soldier of Christ Jesus
2 Timothy|2|14|A Worker Approved by God
2 Timothy|3|1|Godlessness in the Last Days
2 Timothy|3|10|All Scripture is Breathed Out by God
2 Timothy|4|1|Preach the Word
2 Timothy|4|9|Personal Instructions
2 Timothy|4|19|Final Greetings
Titus|1|1|Greeting
Titus|1|5|Qualifications for Elders
Titus|2|1|Teach Sound Doctrine
Titus|3|1|Be Ready for Every Good Work
Titus|3|12|Final Instructions and Greetings
Philemon|1|1|Greeting
Philemon|1|4|Philemon's Love and Faith
Philemon|1|8|Paul's Plea for Onesimus
Philemon|1|23|Final Greetings
Hebrews|1|1|The Supremacy of God's Son
Hebrews|2|1|Warning Against Neglecting Salvation
Hebrews|2|5|The Founder of Salvation
Hebrews|3|1|Jesus Greater Than Moses
Hebrews|3|7|A Rest for the People of God
Hebrews|4|14|Jesus the Great High Priest
Hebrews|5|11|Warning Against Apostasy
Hebrews|6|13|The Certainty of God's Promise
Hebrews|7|1|The Priestly Order of Melchizedek
Hebrews|7|11|Jesus Compared to Melchizedek
Hebrews|8|1|Jesus, High Priest of a Better Covenant
Hebrews|9|1|The Earthly Holy Place
Hebrews|9|11|Redemption Through the Blood of Christ
Hebrews|10|1|Christ's Sacrifice Once for All
Hebrews|10|19|The Full Assurance of Faith
Hebrews|11|1|By Faith
Hebrews|12|1|Jesus, Founder and Perfecter of Our Faith
Hebrews|12|3|Do Not Grow Weary
Hebrews|12|18|A Kingdom That Cannot Be Shaken
Hebrews|13|1|Sacrifices Pleasing to God
Hebrews|13|20|Benediction
Hebrews|13|22|Final Greetings
James|1|1|Greeting
James|1|2|Testing of Your Faith
James|1|19|Hearing and Doing the Word
James|2|1|The Sin of Partiality
James|2|14|Faith Without Works Is Dead
James|3|1|Taming the Tongue
James|3|13|Wisdom from Above
James|4|1|Warning Against Worldliness
James|4|13|Boasting About Tomorrow
James|5|1|Warning to the Rich
James|5|7|Patience in Suffering
James|5|13|The Prayer of Faith
1 Peter|1|1|Greeting
1 Peter|1|3|Born Again to a Living Hope
1 Peter|1|13|Called to Be Holy
1 Peter|2|1|A Living Stone and a Holy People
1 Peter|2|13|Submission to Authority
1 Peter|3|1|Wives and Husbands
1 Peter|3|8|Suffering for Righteousness' Sake
1 Peter|4|1|Stewards of God's Grace
1 Peter|4|12|Suffering as a Christian
1 Peter|5|1|Shepherd the Flock of God
1 Peter|5|12|Final Greetings
2 Peter|1|1|Greeting
2 Peter|1|3|Confirm Your Calling and Election
2 Peter|1|16|Christ's Glory and the Prophetic Word
2 Peter|2|1|False Prophets and Teachers
2 Peter|3|1|The Day of the Lord Will Come
2 Peter|3|14|Final Words
1 John|1|1|The Word of Life
1 John|1|5|Walking in the Light
1 John|2|1|Christ Our Advocate
1 John|2|7|The New Commandment
1 John|2|15|Do Not Love the World
1 John|2|18|Warning Concerning Antichrists
1 John|2|28|Children of God
1 John|3|11|Love One Another
1 John|4|1|Test the Spirits
1 John|4|7|God Is Love
1 John|5|1|Overcoming the World
1 John|5|6|Testimony Concerning the Son of God
1 John|5|13|That You May Know
2 John|1|1|Greeting
2 John|1|4|Walking in Truth and Love
2 John|1|12|Final Greetings
3 John|1|1|Greeting
3 John|1|5|Support and Opposition
3 John|1|13|Final Greetings
Jude|1|1|Greeting
Jude|1|3|Judgment on False Teachers
Jude|1|17|A Call to Persevere
Jude|1|24|Doxology
Revelation|1|1|Prologue
Revelation|1|4|Greeting to the Seven Churches
Revelation|1|9|Vision of the Son of Man
Revelation|2|1|To the Church in Ephesus
Revelation|2|8|To the Church in Smyrna
Revelation|2|12|To the Church in Pergamum
Revelation|2|18|To the Church in Thyatira
Revelation|3|1|To the Church in Sardis
Revelation|3|7|To the Church in Philadelphia
Revelation|3|14|To the Church in Laodicea
Revelation|4|1|The Throne in Heaven
Revelation|5|1|The Scroll and the Lamb
Revelation|6|1|The Seven Seals
Revelation|7|1|The 144,000 of Israel Sealed
Revelation|7|9|A Great Multitude from Every Nation
Revelation|8|1|The Seventh Seal and the Golden Censer
Revelation|8|6|The Seven Trumpets
Revelation|10|1|The Angel and the Little Scroll
Revelation|11|1|The Two Witnesses
Revelation|11|15|The Seventh Trumpet
Revelation|12|1|The Woman and the Dragon
Revelation|12|7|Satan Thrown Down to Earth
Revelation|13|1|The First Beast
Revelation|13|11|The Second Beast
Revelation|14|1|The Lamb and the 144,000
Revelation|14|6|The Messages of the Three Angels
Revelation|14|14|The Harvest of the Earth
Revelation|15|1|The Seven Angels with Seven Plagues
Revelation|16|1|The Seven Bowls of God's Wrath
Revelation|16|17|The Seventh Bowl
Revelation|17|1|The Great Prostitute and the Beast
Revelation|18|1|The Fall of Babylon
Revelation|19|1|Rejoicing in Heaven
Revelation|19|6|The Marriage Supper of the Lamb
Revelation|19|11|The Rider on a White Horse
Revelation|20|1|The Thousand Years
Revelation|20|7|The Defeat of Satan
Revelation|20|11|Judgment Before the Great White Throne
Revelation|21|1|The New Heaven and the New Earth
Revelation|21|9|The New Jerusalem
Revelation|22|1|The River of Life
Revelation|22|6|Jesus Is Coming
